Palm Center x,Palm Center y,Palm Center z,Palm Direction x,Palm Direction y,Palm Direction z,Palm Normal x,Palm Normal y,Palm Normal z,Palm Velocity x,Palm Velocity y,Palm Velocity z,Thumb Deviation 1,Thumb Deviation 2,Thumb Deviation 3,Thumb Joint Angle 1,Thumb Joint Angle 2,Index Deviation 1,Index Deviation 2,Index Deviation 3,Index Joint Angle 1,Index Joint Angle 2,Index Angle from Prev,Middle Deviation 1,Middle Deviation 2,Middle Deviation 3,Middle Joint Angle 1,Middle Joint Angle 2,Middle Angle from Prev,Ring Deviation 1,Ring Deviation 2,Ring Deviation 3,Ring Joint Angle 1,Ring Joint Angle 2,Ring Angle from Prev,Pinky Deviation 1,Pinky Deviation 2,Pinky Deviation 3,Pinky Joint Angle 1,Pinky Joint Angle 2,Pinky Angle from Prev,Time Stamp
-120.67538452148438,254.12203979492188,94.36739349365234,0.07714792340993881,0.16396336257457733,-0.9834450483322144,-0.09081432223320007,-0.9811288714408875,-0.170701265335083,20.329195022583008,-43.62058639526367,-17.823259353637695,0.7486341862815322,0.7001018616739082,0.8362779301490868,0.5465244769768304,0.5848476150446602,0.9998425075330873,0.5456995348523492,0.5910664859274622,0.9921980478367298,0.6241949990541352,0.9866928838499143,0.9997492095321316,0.5484084143522443,0.6292921011288038,0.9882099939141047,0.6795962144652612,0.5542717575884821,0.9981157785650403,0.5661850160948766,0.6202085307001245,0.9954420328980478,0.6634994988543722,0.5450144871647822,0.7076945694746289,0.7131208839781094,0.7288420962449889,0.5455353781033367,0.5450198465720749,0.8923567699178501,199042386167
-120.43880462646484,253.85829162597656,94.16289520263672,0.07806912064552307,0.16276399791240692,-0.9835715889930725,-0.09313509613275528,-0.9810774326324463,-0.16974368691444397,27.198640823364258,-30.321670532226562,-23.51129722595215,0.7464767137711915,0.6976912789939905,0.8337615370661793,0.5465302094338392,0.5843137246204204,0.9998865839625012,0.5461569236867739,0.590069981186727,0.9919404373336345,0.6245659415649771,0.9863793418443415,0.9997776117451159,0.5489230795550377,0.6286112183498528,0.9877119989224039,0.6806893360519762,0.5542127726815531,0.998086856799126,0.566607154948806,0.6193628727772015,0.9951556357880529,0.6637864426194572,0.5450181182151775,0.7091224755884921,0.7143988563443806,0.7298246807338767,0.5451937184445136,0.54483909461669,0.8910479615220626,199042394865
-120.114013671875,253.5875701904297,93.89881896972656,0.08000029623508453,0.1609656661748886,-0.983712375164032,-0.09590298682451248,-0.9810543656349182,-0.16833002865314484,37.37528610229492,-31.154430389404297,-30.38864517211914,0.7444505088856022,0.6955105265643029,0.829913653784185,0.5465232689735724,0.5829113803931021,0.9999233983102775,0.5466784958922494,0.5891925061411142,0.9916196933326452,0.6252387790366739,0.9861889536109023,0.999816063530325,0.5495829904561965,0.6274754868767545,0.9871160966458454,0.6817321179726361,0.5541446876787597,0.9980138796131105,0.5671918559629834,0.6183007936050069,0.9947832289377861,0.6644222074421892,0.545015295190138,0.7103217319483,0.7155612595572448,0.7308682883295302,0.5449319850250162,0.5447324561004916,0.8892418997294089,199042403555
-119.61212921142578,253.2267608642578,93.54033660888672,0.08191917091608047,0.1586938053369522,-0.9839235544204712,-0.09872348606586456,-0.9810941815376282,-0.16645695269107819,58.14241409301758,-41.79802703857422,-41.52922058105469,0.7426601246470166,0.6931556244211541,0.82622058160223,0.5466269398936506,0.5817927172709976,0.9999476615856274,0.5471599211888216,0.5885450358523097,0.9912880917161957,0.6260386516397699,0.9860431668273828,0.9998440188730566,0.5502374751934448,0.6263168516732501,0.9865009170338208,0.6825817215932954,0.5540804764085195,0.9979595555414095,0.5678202411190659,0.6174182015810039,0.9943616845805092,0.6652728227433368,0.5450151300610495,0.7115888495235776,0.7167746999280621,0.7322736637500079,0.544693572352639,0.5447851672227364,0.8873461415774725,199042412187
-119.04422760009766,253.03163146972656,93.10689544677734,0.08465032279491425,0.15872085094451904,-0.9836879372596741,-0.09712354838848114,-0.9812160134315491,-0.16667987406253815,64.80001831054688,-22.265884399414062,-49.45707321166992,0.7417579850017575,0.6909336678251716,0.8207550216643102,0.5468777032797433,0.5794084289587477,0.9999606790288722,0.5472329836280164,0.5887351183750982,0.9913796703677237,0.6265035721098152,0.9863700845900193,0.9998630044260923,0.5504337691206626,0.6260904987409478,0.9864348018383767,0.6829324686617532,0.5540865099023844,0.9979241846300232,0.5681704444373964,0.6172206835563793,0.9941931547573908,0.6658101930621783,0.5450142892392168,0.7126723929812774,0.7180313267705362,0.7329687624401698,0.5446822994033881,0.5443988289007624,0.884980246079961,199042420951
-118.3241958618164,252.65762329101562,92.49665069580078,0.08556179702281952,0.16235387325286865,-0.9830159544944763,-0.09042321890592575,-0.9812970757484436,-0.16994042694568634,83.01974487304688,-43.123226165771484,-70.36128234863281,0.7418125016961875,0.6889222070799149,0.8172447079813946,0.5473397264264983,0.5782022285608293,0.9999614581383207,0.5470705120099346,0.5896286889396734,0.9915833133606318,0.6271446149926643,0.9866628174219505,0.9998572286859213,0.5503226077063164,0.6265248705713216,0.9865623211672642,0.682952950521456,0.5541478753453741,0.9979346772216032,0.5683437297808054,0.6176846349798725,0.9941287385431987,0.6664819643687263,0.5450724538597544,0.7131794437038582,0.7188039006465551,0.7334471335849466,0.54479474722742,0.5441293309242178,0.8827239054528859,199042429624
-117.59658813476562,252.3012237548828,91.89998626708984,0.08517239987850189,0.16900083422660828,-0.9819288849830627,-0.08349483460187912,-0.9808329939842224,-0.17605455219745636,84.28185272216797,-41.28324890136719,-69.11481475830078,0.742555881581238,0.6875324522055526,0.814736162131832,0.547867315963103,0.5774188677348842,0.9999534731955066,0.5466748288730269,0.5911663039751343,0.9919436393069107,0.6278328425677374,0.9866525817220194,0.9998356808710452,0.5498778018009451,0.6278677633919737,0.9869859466719477,0.682914880514,0.5542489406321643,0.9980074715244902,0.5681427289424661,0.6190360654595347,0.9942395637323724,0.6672942670334377,0.5451377972788133,0.7133857312115524,0.7192257390152941,0.7336148880775655,0.5449532268046764,0.5438822024707294,0.8810409889311394,199042438257
-116.89421081542969,251.8972930908203,91.32749938964844,0.08575448393821716,0.1718251258134842,-0.9813879728317261,-0.08148461580276489,-0.9805070161819458,-0.1787910759449005,81.07776641845703,-46.62699508666992,-66.08369445800781,0.7425613548453496,0.68581492671589,0.8113441401337851,0.5483674924022564,0.5765859450781795,0.9999598649407327,0.5465762082714102,0.5922196677924002,0.9921388666669807,0.6288763876029767,0.987115484668206,0.9998429219122341,0.5497919506802137,0.6286097131875097,0.9871580672175684,0.6835195336143841,0.5542756306248522,0.9979770557316316,0.5682107721071676,0.6199329975948333,0.9942939643410765,0.6684086529978127,0.5451657577870335,0.7135123296571126,0.7195878623416792,0.7335636693916752,0.545091022154447,0.543598362829896,0.8792062714772974,199042446920
-116.28106689453125,251.63555908203125,90.85171508789062,0.08876124769449234,0.17134377360343933,-0.9812047481536865,-0.08229444921016693,-0.9804635047912598,-0.17865879833698273,70.818115234375,-30.230131149291992,-54.953548431396484,0.7419254260852595,0.6844123272524045,0.8087640986594964,0.548652142392387,0.5761646821351029,0.9999649501155339,0.5465047231328348,0.593034404980093,0.9922677779489595,0.6297719072662664,0.9875709946766609,0.9998559165018227,0.5497858688274192,0.6291398625915468,0.9872960525137566,0.6840876208875412,0.5543054155711109,0.9979443728149897,0.5682450126364639,0.6205919747968087,0.9943784281606988,0.669096987939411,0.5451626554282211,0.7139055083264352,0.7202116398359787,0.7333934553886141,0.5452499016120255,0.5431832765577946,0.8772450708042177,199042455578
-115.69023895263672,251.38116455078125,90.39030456542969,0.09234653413295746,0.16996437311172485,-0.9811137914657593,-0.08400461077690125,-0.9804815053939819,-0.17776170372962952,67.72492218017578,-29.159753799438477,-52.889217376708984,0.7415802769200952,0.6844903960341577,0.808953629336863,0.548617838636943,0.5765263039215974,0.9999564834145434,0.546259607363985,0.5941164065731739,0.9924106378993979,0.6304217918011898,0.9879389560377049,0.9998491729966102,0.5496476753066879,0.630101360354874,0.9874528978664983,0.6846234695004179,0.5543553343994385,0.9979943217431692,0.56806162420357,0.6215752801907782,0.9944722253785226,0.6696677459155861,0.5451518975953157,0.7146623485081046,0.7209220985407295,0.7335504825390168,0.5452391051141057,0.5429181185868801,0.875794959133144,199042464302
