Palm Center x,Palm Center y,Palm Center z,Palm Direction x,Palm Direction y,Palm Direction z,Palm Normal x,Palm Normal y,Palm Normal z,Palm Velocity x,Palm Velocity y,Palm Velocity z,Thumb Deviation 1,Thumb Deviation 2,Thumb Deviation 3,Thumb Joint Angle 1,Thumb Joint Angle 2,Index Deviation 1,Index Deviation 2,Index Deviation 3,Index Joint Angle 1,Index Joint Angle 2,Index Angle from Prev,Middle Deviation 1,Middle Deviation 2,Middle Deviation 3,Middle Joint Angle 1,Middle Joint Angle 2,Middle Angle from Prev,Ring Deviation 1,Ring Deviation 2,Ring Deviation 3,Ring Joint Angle 1,Ring Joint Angle 2,Ring Angle from Prev,Pinky Deviation 1,Pinky Deviation 2,Pinky Deviation 3,Pinky Joint Angle 1,Pinky Joint Angle 2,Pinky Angle from Prev,Time Stamp
-70.44290924072266,198.5008544921875,22.593915939331055,0.17734591662883759,0.5546962022781372,-0.8129333257675171,0.9604594111442566,-0.2776973843574524,0.020045772194862366,-75.42884063720703,-7.514293670654297,11.267593383789062,0.649819491701689,0.6615996612499792,0.7889954098716551,0.5893148110440588,0.6321793574749135,0.5443910039758901,0.5613778450138284,0.6301518362286265,0.5704505136759539,0.5679912526502051,0.670698761042948,0.8205942711301868,0.7865075808265688,0.550135075917183,0.9825299046794671,0.7168416942931533,0.8537812699429015,0.815493291389979,0.8009008816436576,0.5589272777157513,0.9811062219103879,0.7193932352257543,0.5410552075769899,0.7840763853161208,0.8604152635645378,0.6011464388392427,0.9747863456910629,0.7134397085622644,0.5424455293355318,58716000453,Left hand
-71.06385040283203,198.4982452392578,22.695087432861328,0.17609263956546783,0.554866373538971,-0.8130895495414734,0.9597268104553223,-0.280452162027359,0.01646478660404682,-71.4872817993164,-0.30033883452415466,11.64767837524414,0.6499601914402414,0.6639703125925636,0.7947986565381253,0.5902544770584719,0.6337109914483706,0.5447243373000524,0.5603139231209985,0.6291651150940154,0.5691942031041098,0.5688844065159959,0.6721950065708908,0.818738867594169,0.7865878883475199,0.5497959606868386,0.9832367918809621,0.7181008270289067,0.8532089362672074,0.8155435202176579,0.8001214061508786,0.558578516313796,0.9814235375755107,0.7198306444504668,0.5410310728160311,0.7845449492346797,0.8598027875393807,0.6007334407285523,0.9750113519040221,0.7139942905203791,0.5423873835438001,58716009139,Left hand
-71.68389892578125,198.48593139648438,22.813356399536133,0.17448896169662476,0.5540496706962585,-0.8139917254447937,0.9597644805908203,-0.28041213750839233,0.01487245038151741,-71.69025421142578,-1.4244943857192993,13.674201965332031,0.6502989918596653,0.6672127647693865,0.801804620319995,0.5917169160159486,0.6350830884387456,0.5449974390411244,0.5597139324960027,0.6276083894378163,0.5681345216641657,0.568890392577454,0.6732808362727115,0.8162283371644727,0.7877263175133472,0.549643600056531,0.9837740245462737,0.7196955710273343,0.8512928664650202,0.8154214190969967,0.7999035150740285,0.5585812530243355,0.981608973273563,0.7199278839351323,0.5410180235420511,0.7848042088934957,0.8595480870375791,0.6007435077111551,0.9752347596227658,0.7143914655106234,0.542332230283412,58716017788,Left hand
-72.17975616455078,198.4352264404297,22.88111686706543,0.1730470508337021,0.5538780689239502,-0.814416229724884,0.9596961140632629,-0.2807394564151764,0.012987419031560421,-57.015071868896484,-5.829074859619141,7.791171073913574,0.650630285990481,0.6695179851846449,0.8069384027998037,0.5929399331352603,0.6363638241559881,0.5452681425030461,0.5589585695935243,0.6253487405098344,0.5672426682542098,0.5686298163005996,0.6748485826498029,0.813798493322588,0.7885117084112646,0.5494515878693409,0.984404330798817,0.7211119979371301,0.8500074998035987,0.8149249605647927,0.799199708471981,0.5583568005902813,0.9821448686944134,0.7202725707468847,0.541037753111389,0.784572660379145,0.858445321705314,0.6000714280898903,0.9760895782839074,0.7150706297922483,0.54229436029194,58716026485,Left hand
-72.6051254272461,198.38230895996094,22.92998695373535,0.17068909108638763,0.5558184385299683,-0.813591480255127,0.9600853323936462,-0.27951115369796753,0.01047040056437254,-49.19261932373047,-6.120417594909668,5.651687145233154,0.65086337989557,0.6711294436277155,0.8114868609257944,0.594115943513222,0.638233299354997,0.5456030506439994,0.5576166436843789,0.6201679301963278,0.5660774659756634,0.5673185250659377,0.6767554707368171,0.8115913695901119,0.7884378723508428,0.548966017566796,0.9852552864625506,0.7228007576450824,0.8495122608930071,0.8146021313986685,0.7970623832037147,0.5576373696743602,0.9831442655756971,0.7206444932828941,0.5410616225732685,0.7844031619696553,0.8562114410610759,0.5985536136040449,0.9773634860530059,0.7159025342841973,0.5422762284625069,58716035132,Left hand
-73.02625274658203,198.37596130371094,23.010498046875,0.16860730946063995,0.558650016784668,-0.8120847940444946,0.9604502320289612,-0.27833858132362366,0.007936445064842701,-48.45525360107422,-0.7304239273071289,9.263854026794434,0.6508950563761728,0.6715509554276158,0.8137618919546908,0.5947449174849564,0.6397653965902251,0.5459574710762906,0.5556357930139241,0.6110790097992583,0.5641392997282334,0.5644592493431108,0.6786547221085008,0.8102124348599814,0.7883820332076398,0.5486960496345397,0.985778922657795,0.7237531466351097,0.8501602482840254,0.8144419423537804,0.7953838328753714,0.5571075477474666,0.9838634873082048,0.7207930029919201,0.5410881492771256,0.7841804684211834,0.8543381780736886,0.5973159069480608,0.9783790904054112,0.7163645969910913,0.542286780128964,58716043823,Left hand
-73.331298828125,198.22120666503906,23.069997787475586,0.1682361513376236,0.5585598349571228,-0.8122237920761108,0.9612528681755066,-0.27549928426742554,0.009645931422710419,-35.286624908447266,-17.900846481323242,6.882606506347656,0.6508539074245734,0.6718411637111043,0.8156547840301885,0.5953809461023016,0.6410582597122082,0.546069006944255,0.5549718564809669,0.6072164367746941,0.5633096597587876,0.5630219794213567,0.6794954831601434,0.8096754923003501,0.7876472169074953,0.5486032665828552,0.9862331072501853,0.7233815814058899,0.8504930496207906,0.8140906527549291,0.7945092717746656,0.5569596772952213,0.9843661417507429,0.7207022069075716,0.5411085452507093,0.7838185918833923,0.8532765053362743,0.5968554567992176,0.979090990138931,0.7163057542161361,0.5422860569497149,58716052468,Left hand
-73.60513305664062,198.0741424560547,23.09055519104004,0.16772276163101196,0.5581422448158264,-0.8126169443130493,0.9620038270950317,-0.2728070318698883,0.011179687455296516,-31.467191696166992,-16.900033950805664,2.362210512161255,0.6509632496280914,0.6716740407470575,0.8163894952136433,0.595408015257856,0.6422431835614419,0.5461046315075312,0.5549977607450408,0.6048694687671111,0.5631225268139968,0.5615816140824017,0.6798567502952089,0.8094370807975008,0.7866919948023043,0.5485079116500492,0.9866529371941036,0.7228199452951843,0.8505350962735755,0.8136800047533977,0.7934818796538698,0.5566437943975616,0.9849216234874685,0.7208911498780562,0.5411182556978015,0.783470682021296,0.8519539113497767,0.5960530599948652,0.9798484583881171,0.716467685174029,0.5422802749368938,58716061170,Left hand
-73.80977630615234,197.88534545898438,23.099111557006836,0.167801171541214,0.5572942495346069,-0.8131825923919678,0.9625866413116455,-0.27065515518188477,0.013144155032932758,-23.509286880493164,-21.6884822845459,0.9829577803611755,0.65104740417309,0.6711476897195563,0.8161482882063865,0.5951072193513931,0.643085819384141,0.5460764990800169,0.5553650063206463,0.6024824026786375,0.5630962583206668,0.5597020041385248,0.6795985456771819,0.809865189315812,0.7855933448085569,0.5484850872039492,0.9868856562740373,0.7218562573448851,0.8506564704007478,0.8134407170485585,0.792855704461459,0.5564304279598943,0.9852423712251058,0.7210150196507102,0.5411223498041866,0.7831024657155856,0.8512116828845473,0.595546948772485,0.9803002313638253,0.7165124170926135,0.5422958545067013,58716069875,Left hand
-74.00735473632812,197.6983642578125,23.11747932434082,0.1670786589384079,0.5572620630264282,-0.8133533596992493,0.9631279110908508,-0.2686922252178192,0.013753091916441917,-22.73635482788086,-21.517602920532227,2.1136200428009033,0.6511352948531594,0.6706374963692822,0.8157568550259028,0.5947029512112333,0.6437809648133728,0.5460066026316066,0.5556863325484748,0.5990433030176834,0.562998244090909,0.5573072052353989,0.679147525492549,0.8105657111968151,0.784302368282003,0.5483686331940792,0.9870888018582601,0.7210721877645722,0.8508355940929744,0.8133841179996162,0.7921430113190608,0.5561794706068456,0.985520116314985,0.7211593760080597,0.5411219196372301,0.782976113510487,0.850393684498087,0.5950484655814048,0.9806698332730281,0.716449112227549,0.5423072550179668,58716078565,Left hand
