Palm Normal x,Palm Normal y,Palm Normal z,Palm Direction x,Palm Direction y,Palm Direction z,Palm Center x,Palm Center y,Palm Center z,Palm Velocity x,Palm Velocity y,Palm Velocity z,Thumb Deviation 1,Thumb Deviation 2,Thumb Deviation 3,Thumb Joint Angle 1,Thumb Joint Angle 2,Index Deviation 1,Index Deviation 2,Index Deviation 3,Index Joint Angle 1,Index Joint Angle 2,Middle Deviation 1,Middle Deviation 2,Middle Deviation 3,Middle Joint Angle 1,Middle Joint Angle 2,Ring Deviation 1,Ring Deviation 2,Ring Deviation 3,Ring Joint Angle 1,Ring Joint Angle 2,Pinky Deviation 1,Pinky Deviation 2,Pinky Deviation 3,Pinky Joint Angle 1,Pinky Joint Angle 2,Time Stamp
-9.995667457580566,216.5251922607422,44.456031799316406,0.24844813346862793,0.15040889382362366,-0.9568963646888733,0.4339316487312317,-0.9004829525947571,-0.02887578122317791,-7.710690021514893,6.220163822174072,-42.84674072265625,0.6254967074892629,0.7340335174707532,0.9066006999151068,0.6234571276023377,0.6276914103066065,0.5446848160932796,0.5439936768228488,0.5430172724940894,0.5403373884929011,0.5403808559139791,0.7606626728726072,0.8237471866933666,0.609325672465354,0.9907606165024467,0.6436421199733989,0.8848586573396473,0.767586112638903,0.5650145279157258,0.9637560773908918,0.6825292188900287,0.8710656214130749,0.8226435273512059,0.6001310077730356,0.9574217089410119,0.7195386057324933,796723875994
-10.160661697387695,216.58592224121094,44.143558502197266,0.24694357812404633,0.15275971591472626,-0.9569134712219238,0.43489310145378113,-0.8999332785606384,-0.031433869153261185,-19.034849166870117,7.006556034088135,-36.04909896850586,0.6271196633038418,0.7375329527843915,0.9102327328378976,0.6248027557438045,0.6285714734031805,0.5440323649347211,0.5434020993217561,0.543704607812823,0.5403365105701784,0.5403093945841498,0.758940852725289,0.8250462177924371,0.6111851907757206,0.9908878950100058,0.6425495892412513,0.886298415492685,0.7660024012167838,0.5629151874564456,0.963756363525192,0.6875676368354727,0.8733959879441869,0.8224041186210898,0.5996656991264231,0.9562885587657458,0.7228707998687975,796723884662
-10.37463092803955,216.59197998046875,43.718204498291016,0.24368557333946228,0.1530299186706543,-0.9577051401138306,0.43600547313690186,-0.8993473649024963,-0.03276458755135536,-24.696298599243164,0.6999716758728027,-49.0947151184082,0.6290361554680918,0.7405648650728429,0.9125891274273613,0.625135893601717,0.628682884910821,0.5438407302956453,0.5432978462151302,0.5426466596537387,0.5403292372262077,0.5403433543035112,0.7594291779423931,0.8236551162580092,0.6105498162756909,0.9911852337071042,0.6422154931338201,0.8892013534426908,0.7634727110985919,0.5609716878605313,0.9632280609239842,0.6911536306834013,0.8764189264467624,0.8210074505459958,0.5989889744710251,0.9551880012982418,0.7246366504473695,796723893326
-10.583571434020996,216.44552612304688,43.328643798828125,0.2394661009311676,0.15164050459861755,-0.9589896202087402,0.44024181365966797,-0.8973103761672974,-0.03195614740252495,-24.13268280029297,-16.915462493896484,-44.994014739990234,0.6302874147090188,0.7426002784526711,0.913688107296947,0.6251228827183329,0.6281767951802413,0.5438012638830803,0.5434020320093604,0.5411892190295511,0.5403182253639626,0.5410407462321717,0.7622018024118314,0.8210860323206577,0.6060036081608677,0.9911487455792178,0.6455614373217715,0.8917304776653483,0.7614769094970923,0.5597598161419519,0.9626499196227002,0.6932370539674507,0.8787029911840933,0.8203507097430265,0.5985336382032068,0.9541060829875715,0.7265514215218554,796723901984
-10.817886352539062,216.35983276367188,42.96034240722656,0.2346673607826233,0.15091563761234283,-0.9602893590927124,0.444429486989975,-0.895238995552063,-0.03208664804697037,-26.90805435180664,-9.842090606689453,-42.294639587402344,0.6317317473987792,0.7440727649250415,0.914094778761045,0.6243772673826659,0.6275651148452874,0.5438903594943209,0.5436192949757336,0.540668934219589,0.5403123555946053,0.5436780871542699,0.7649078606791964,0.8206740014848924,0.6037612299311246,0.9904846343421544,0.6480086046412965,0.8926519760794306,0.7629067544305377,0.559427760627478,0.9610513512890713,0.6949613497808708,0.8798754254834575,0.8222994666127429,0.5988355151141508,0.9518777883007943,0.7276928303419992,796723910692
-11.027310371398926,216.30772399902344,42.63332748413086,0.23052041232585907,0.15070685744285583,-0.9613260626792908,0.44846975803375244,-0.8932073712348938,-0.03248746693134308,-24.348770141601562,-6.058049201965332,-38.02055740356445,0.6325489627019134,0.7445322785903179,0.9132227182363756,0.6232135958438066,0.6263258135960355,0.5438720689997751,0.5436919654052066,0.5416740662338441,0.5403089128587955,0.5471243694176485,0.7679352129262447,0.8221140956647833,0.601487784990387,0.9890818100224863,0.6520660186702417,0.8927960232605462,0.7665086775831391,0.5601152179646224,0.9586615377601491,0.6950614102500081,0.8802835449671497,0.8262474379271894,0.59996448616571,0.9487349017641847,0.72796754593751,796723919293
-11.186830520629883,216.30319213867188,42.31440734863281,0.22754716873168945,0.15098033845424652,-0.9619912505149841,0.45180127024650574,-0.8915061950683594,-0.033049993216991425,-18.409727096557617,-0.5227164626121521,-36.80545425415039,0.6333264735674439,0.7448710729492841,0.9127324448980989,0.6222957346349929,0.6256662669409243,0.543715215517265,0.5435879111260916,0.5431415995227725,0.5403074115227076,0.5501963556127479,0.7705715904335007,0.8236922206038807,0.599768449883869,0.9876625966623138,0.6555875140771501,0.8928753727068425,0.7702260537769671,0.5611056253002216,0.9562109026874217,0.694540245820363,0.8804845652422568,0.8301044103417773,0.6011363122324921,0.9456680669932171,0.7278712480614241,796723927958
-11.221125602722168,216.11395263671875,41.94465255737305,0.2292928546667099,0.14854620397090912,-0.961955726146698,0.4522845149040222,-0.891374409198761,-0.029839910566806793,-3.9256625175476074,-21.66130828857422,-42.32572555541992,0.6317132412702049,0.744513551076175,0.916661970452931,0.6235623303543377,0.6296898550373132,0.5429650019236354,0.5426002718417421,0.5403963848774479,0.5403267270656111,0.5417946766365372,0.7701126451153968,0.8157129300224946,0.5983473837070366,0.9904339602475416,0.6507893914557543,0.8939293930971125,0.7573726097698353,0.5608415607262026,0.9634288777159473,0.6845513280628327,0.8791666935051118,0.8154824700944917,0.5971864431303165,0.9574657387111293,0.7289904929694798,796723936694
-11.408570289611816,216.183837890625,41.814212799072266,0.22905704379081726,0.1515917181968689,-0.961536705493927,0.4482713043689728,-0.8932492136955261,-0.0340387225151062,-21.773191452026367,8.117873191833496,-15.151413917541504,0.633366761662026,0.7458441486762798,0.9167526010928461,0.6242455617837076,0.6292955491088501,0.5431471777453503,0.5427424831537858,0.5403155564639002,0.5403385115519248,0.5428527923151021,0.7707823980636953,0.8129517162892836,0.595179928440417,0.9911400349053625,0.6529529802160411,0.8912164970427279,0.7622958958520615,0.5623500038344451,0.962085322606068,0.6827466564477725,0.8755606921620832,0.8178961184851583,0.5966587420945915,0.9575758597484868,0.7279959830367206,796723945303
-11.62159252166748,216.32850646972656,41.7048454284668,0.22800414264202118,0.15614266693592072,-0.9610585570335388,0.44602054357528687,-0.8941525816917419,-0.039457354694604874,-24.50494956970215,16.640304565429688,-12.580999374389648,0.634716940133713,0.7471194778134524,0.9167199282879165,0.6249307222461356,0.6286440887985136,0.5432946691038598,0.5429644164611993,0.5406555127532758,0.540339215984086,0.5449890972982135,0.7732145024398358,0.8111292710047693,0.5902616503090337,0.9910455441209216,0.6585735554704663,0.8894132693848453,0.7664525551114225,0.5643301184789354,0.960572145863268,0.6795204422967693,0.8722845205528083,0.8202154935137198,0.5959966341224023,0.9573750908122092,0.7270285584660683,796723953996
-11.778796195983887,216.51007080078125,41.43829345703125,0.2276507169008255,0.15650032460689545,-0.9610841870307922,0.4446159601211548,-0.8948100805282593,-0.04039284959435463,-17.939483642578125,20.719764709472656,-30.418174743652344,0.635524776037221,0.747467167322022,0.9163224937319567,0.623648444423913,0.6280130131287105,0.5431272038227699,0.5428731614284701,0.541098004589715,0.540328092939232,0.5463750752498213,0.7696716466094747,0.820044628693184,0.5933555777974368,0.989351200320059,0.6617489146593548,0.8882126683705586,0.7721714087550491,0.5661501833072325,0.9578848257057052,0.6796222393383731,0.8724698772904035,0.8266275422476023,0.5979307656205913,0.9528137115278041,0.726910798279545,796723962759
-11.95039176940918,216.74127197265625,41.18992614746094,0.22641430795192719,0.1576138436794281,-0.9611942768096924,0.4426872134208679,-0.8956640362739563,-0.04259110987186432,-19.969228744506836,26.90629768371582,-28.90324592590332,0.6364039998159084,0.7479161142546416,0.9157516145649095,0.6223092244344567,0.6270921935247271,0.5430218115002633,0.5428591028054301,0.543057307939134,0.540318840166887,0.5508330724915199,0.7683493734442943,0.8249317085398636,0.5950414330875816,0.9881241547574303,0.663520834409785,0.8893681990408423,0.7754098325536111,0.5670240542590419,0.9549304159852852,0.6798219152772909,0.8746943970844465,0.8292756197402679,0.5993404162091269,0.9490977093498199,0.7244217400387982,796723971352
-12.133282661437988,216.91143798828125,40.931068420410156,0.22522492706775665,0.15785104036331177,-0.9614347815513611,0.4418071508407593,-0.8960490226745605,-0.043618448078632355,-21.053447723388672,19.5883731842041,-29.79819107055664,0.637271337001818,0.7487276045837102,0.9156475831492495,0.6214792511105934,0.626336786187546,0.5430169525217547,0.542903233817204,0.5457499982581179,0.5403153664872161,0.5551570088003018,0.7684214216069447,0.8249759200559467,0.5968510795327853,0.9880495931498525,0.6609332036400345,0.8911865607471329,0.7758274439799667,0.5663917692794878,0.9532428722137796,0.6813881521413907,0.8774468629158038,0.8292694668582877,0.5997482135446627,0.9468824171239106,0.722819872704117,796723980039
