Palm Normal x,Palm Normal y,Palm Normal z,Palm Direction x,Palm Direction y,Palm Direction z,Palm Center x,Palm Center y,Palm Center z,Palm Velocity x,Palm Velocity y,Palm Velocity z,Thumb Deviation 1,Thumb Deviation 2,Thumb Deviation 3,Thumb Joint Angle 1,Thumb Joint Angle 2,Index Deviation 1,Index Deviation 2,Index Deviation 3,Index Joint Angle 1,Index Joint Angle 2,Middle Deviation 1,Middle Deviation 2,Middle Deviation 3,Middle Joint Angle 1,Middle Joint Angle 2,Ring Deviation 1,Ring Deviation 2,Ring Deviation 3,Ring Joint Angle 1,Ring Joint Angle 2,Pinky Deviation 1,Pinky Deviation 2,Pinky Deviation 3,Pinky Joint Angle 1,Pinky Joint Angle 2
-106.7709732055664,207.37193298339844,64.5862808227539,0.18725334107875824,0.46646660566329956,-0.8644912242889404,0.204009547829628,-0.8793365955352783,-0.4302873909473419,20.06294822692871,3.6691670417785645,14.10252857208252,0.63921786357128,0.7243980865556253,0.9297200566404504,0.6220538300560753,0.6788711561234885,0.7027524665410205,0.996351365154125,0.9999731271491573,0.780721776133429,0.542900723656988,0.9631452283794903,0.5724782621865151,0.6154292036558165,0.9999993545004272,0.7237383326812701,0.999717976909836,0.5718642966157836,0.678242049336095,0.9911964599362959,0.729193764423037,0.9893330663540341,0.6501519835997311,0.6598256505850745,0.9872040330024681,0.7155869116115566
-106.52535247802734,207.31407165527344,64.59586334228516,0.18853037059307098,0.46680569648742676,-0.8640305399894714,0.2015228271484375,-0.8794741034507751,-0.4311773180961609,28.148204803466797,-6.6298418045043945,1.097981333732605,0.6396837053261142,0.7243025400072853,0.9299244435305057,0.621829276623947,0.6796856742403413,0.707669023711865,0.9981853294026287,0.9999917498967885,0.7872952647337101,0.5416492740578114,0.9604879560736805,0.5743906559185904,0.6146620002456268,0.9999961814867568,0.7265269719224143,0.9997639264768579,0.571821989215193,0.6793400822156835,0.9909058761968413,0.7305956380484823,0.9895608273525495,0.6499701440377914,0.6599124925058827,0.9868939291881675,0.7161953498514455
-106.24600982666016,207.2223663330078,64.59699249267578,0.1891632080078125,0.4669107496738434,-0.8638353943824768,0.2017851620912552,-0.8794268369674683,-0.43115103244781494,32.212005615234375,-10.575942039489746,0.13081584870815277,0.6397612074534486,0.7245054110117068,0.9306537479042023,0.6220744997891557,0.680522550967529,0.7101819998045186,0.9989675473065844,0.9999991153657216,0.7914975710383855,0.5411348646262191,0.9583118867990739,0.5761814781454568,0.6144754731497101,0.9999955872000097,0.7298386708051294,0.9997952644071295,0.5718702589003286,0.6804231375470849,0.9907615951824263,0.7315718915817552,0.9897911018624416,0.6499268488511281,0.6601820856889848,0.9866860413111668,0.7163712501698516
-105.97431945800781,207.1469268798828,64.60250091552734,0.1895187646150589,0.46754467487335205,-0.8634145259857178,0.2025248408317566,-0.8790558576583862,-0.43156054615974426,31.384241104125977,-8.713373184204102,0.6356709599494934,0.639434115284464,0.7245305674551251,0.9311913279382987,0.6221367127302109,0.6809727490437074,0.7109805118063869,0.9991530300779071,0.9999657712886985,0.7925972891532901,0.5413452187053069,0.9566721767885746,0.5783330634078151,0.6138334073245001,1.0000000842714483,0.7330304215031169,0.9998131124581339,0.5719470164574909,0.68097679011359,0.9907592442603027,0.7316438990744033,0.9899369046679731,0.6499941122954073,0.6602568154887046,0.9866253948006172,0.7158070801259988
-105.7396469116211,207.12939453125,64.59922790527344,0.19003921747207642,0.4687735438346863,-0.862633466720581,0.2027130424976349,-0.8784475326538086,-0.43270930647850037,27.004499435424805,-2.0176076889038086,-0.37605923414230347,0.639534188155022,0.7247192946876658,0.9315239754144257,0.6220268290368245,0.6812374303740887,0.7153973897255628,0.9996763141486427,0.9990800102182732,0.7953174441002321,0.5422899859681656,0.9546322994436793,0.5806056971333726,0.6133114954670869,0.9999975831602579,0.7365290844218674,0.9998299621912672,0.5720504743428356,0.6815568321472121,0.9906418642328102,0.7322070388131803,0.9900608586719623,0.6500534858878906,0.6599975530836676,0.986488311407571,0.715145349786358
-105.57317352294922,207.16119384765625,64.59273529052734,0.1907518208026886,0.4692937731742859,-0.8621931672096252,0.20326438546180725,-0.8781677484512329,-0.4330185055732727,18.466625213623047,3.527503490447998,-0.7201697826385498,0.6400039686978917,0.7254585639555589,0.9321247170314332,0.6219945852527013,0.6813980796654456,0.7213812366330381,0.9999920957083667,0.9965592483487412,0.7990996840723876,0.543520182051811,0.951815270066844,0.5842989318370903,0.6113718686714514,0.9999769471379931,0.7402778051147982,0.9998425975856202,0.5723137454784969,0.6816406429070524,0.9904242095630401,0.732568702591312,0.9901370774362112,0.6503533023815399,0.6594734846198834,0.9862844330979061,0.7142444754668673
-105.4215087890625,207.2332763671875,64.60543060302734,0.1911432147026062,0.47009527683258057,-0.8616697192192078,0.2018311321735382,-0.8779203295707703,-0.4341890513896942,18.191387176513672,8.646735191345215,1.5223358869552612,0.64000140842993,0.7254180161717576,0.9320177687985022,0.621676445751445,0.6812600664430898,0.7274995009030174,0.999793844150376,0.9920123895406767,0.8040696976137518,0.5451121780336264,0.9507836001799197,0.5868090824918905,0.6114633981193808,0.9999205780228614,0.7445913554745048,0.99986459484161,0.5723813319046727,0.6822289592665436,0.9903208642188146,0.7328818221407903,0.9903280049180616,0.6503219866565402,0.6594270811862188,0.9861909068307988,0.7134665575280328
-105.26300811767578,207.2464141845703,64.59819793701172,0.19165922701358795,0.4701804518699646,-0.8615086078643799,0.20051495730876923,-0.8780253529548645,-0.4345862865447998,18.203901290893555,1.5089112520217896,-0.8304925560951233,0.6400291148397412,0.7252117380001959,0.9315574925344665,0.6212140015474571,0.6808714312819547,0.7334020794258456,0.9990621492166597,0.9865793476649338,0.8086868833023411,0.5465479854474324,0.9502823182079011,0.5897122838938195,0.6114255104640234,0.9997707259307245,0.749257766271571,0.9998785544958307,0.572525563615638,0.6827560640226711,0.9901669357744872,0.7335024726894778,0.9904804584335957,0.6503853583864657,0.659369661516792,0.986012746888467,0.7131490138144954
-105.09078979492188,207.24319458007812,64.54396057128906,0.19225765764713287,0.47024446725845337,-0.861340343952179,0.19884750247001648,-0.8781745433807373,-0.43505075573921204,19.91855812072754,-0.3727826178073883,-6.272802352905273,0.639937464521243,0.7248841612454592,0.931108778152488,0.6205813967625863,0.6805586165097652,0.7386610655238391,0.9980084872899164,0.9800395791382168,0.8124758459865121,0.5483958567228341,0.9508550271907401,0.5921762579888906,0.6115632039418091,0.9994897889346931,0.7532723944136457,0.9998884115353484,0.5727480327177148,0.6833496947347725,0.9900005664150778,0.7342978244106155,0.9906218694880133,0.6506180464498061,0.6594322581678298,0.9858000888153107,0.7130043438096137
-104.94468688964844,207.3085479736328,64.50140380859375,0.1924230307340622,0.4708954393863678,-0.8609476685523987,0.19758591055870056,-0.8779669404029846,-0.4360434114933014,16.900875091552734,7.558941841125488,-4.9231109619140625,0.6396544520273453,0.7243922345171044,0.9303867961203842,0.6200009002649987,0.6799364703678231,0.7425355071867271,0.9968653924227571,0.9728727495374414,0.8159114132115519,0.5506233388111683,0.9525706740934362,0.5928044517612574,0.6117524251988785,0.9992054516603148,0.7544102083331381,0.9998900439426054,0.5729942565079182,0.6836397392398058,0.9899018119894888,0.7347556340209571,0.9906836783174379,0.6509000478815489,0.659461842711981,0.9856846284229362,0.7127658036229636
