Palm Normal x,Palm Normal y,Palm Normal z,Palm Direction x,Palm Direction y,Palm Direction z,Palm Center x,Palm Center y,Palm Center z,Palm Velocity x,Palm Velocity y,Palm Velocity z,Thumb Deviation 1,Thumb Deviation 2,Thumb Deviation 3,Thumb Joint Angle 1,Thumb Joint Angle 2,Index Deviation 1,Index Deviation 2,Index Deviation 3,Index Joint Angle 1,Index Joint Angle 2,Middle Deviation 1,Middle Deviation 2,Middle Deviation 3,Middle Joint Angle 1,Middle Joint Angle 2,Ring Deviation 1,Ring Deviation 2,Ring Deviation 3,Ring Joint Angle 1,Ring Joint Angle 2,Pinky Deviation 1,Pinky Deviation 2,Pinky Deviation 3,Pinky Joint Angle 1,Pinky Joint Angle 2
-15.271437644958496,259.5640869140625,-7.603178024291992,0.4353179633617401,0.33838650584220886,-0.8342618346214294,0.09468690305948257,-0.9387421011924744,-0.33135730028152466,11.099753379821777,-4.1489410400390625,-2.081188201904297,0.6766934878210366,0.6906923896496782,0.9341547742188755,0.7520244667671914,0.7357458568832068,0.9880580434351841,0.5429671106196651,0.8321956670344592,0.9886740411722281,0.8290336657905956,0.9904330782530526,0.548337364762037,0.8332453492024043,0.9974928575366553,0.7994786625865479,0.9927325668762944,0.5714980317909402,0.808265257996985,0.9980732688802283,0.7652024873678268,0.9997412829066343,0.6091276023512796,0.7660197068189004,0.9972703873735017,0.7461333058707137
-15.173651695251465,259.52569580078125,-7.618680953979492,0.43633565306663513,0.33668774366378784,-0.8344175219535828,0.0951542854309082,-0.9394193291664124,-0.3292976915836334,11.394325256347656,-4.470638275146484,-1.8064465522766113,0.6767480331049124,0.6913578221317972,0.9348472426564314,0.7520156995083846,0.7361384959729462,0.9879029554202299,0.5428984040937112,0.8326720834968778,0.9887293358489666,0.8289219313234348,0.9903219315520657,0.5483452170526958,0.8338522496885489,0.9975156353882042,0.7996122353236472,0.99260351496575,0.5713880990082766,0.8087708751108525,0.9980573704165061,0.7654348927277045,0.9997111939947811,0.6089761855973517,0.7663750886248005,0.9972132498293497,0.746367630492414
-15.064749717712402,259.5152282714844,-7.641778945922852,0.43755868077278137,0.3361854553222656,-0.8339794874191284,0.09578407555818558,-0.9396279454231262,-0.3285190165042877,12.409008026123047,-1.1944785118103027,-2.631941318511963,0.676828559339359,0.6921319037693923,0.9357017559357722,0.7520519837757879,0.7366773928836898,0.9876579933073945,0.5428138829355985,0.8334966328319375,0.9888361191342214,0.8287521812826536,0.9901098234864921,0.548369667960155,0.8346647493312919,0.997557869944166,0.7995172950887769,0.9924074575658025,0.5712527684050637,0.809509424551978,0.9980525044307872,0.7656129880866918,0.9996686647727079,0.6087081616899244,0.7668657889784047,0.9971738286289277,0.7465117637806512
-14.962573051452637,259.4998474121094,-7.661296367645264,0.4391665756702423,0.3345794677734375,-0.8337801098823547,0.09417343884706497,-0.9400976300239563,-0.32763978838920593,11.812349319458008,-1.778946042060852,-2.2563655376434326,0.6772154937206846,0.6925772602872955,0.9361629341935158,0.7521827635716443,0.737152513217684,0.9874079364530185,0.5428031072343648,0.8344470028262075,0.9889477533262547,0.8286523627583683,0.9899158260491326,0.548386172903337,0.8355937178046966,0.9975506891280896,0.7999142441196015,0.9922526224887175,0.5711425275472184,0.8101706293103801,0.9980327217702231,0.7659557963845356,0.9996325641205448,0.6084681016005983,0.7670969121604394,0.9971435915893976,0.7464458420606469
-14.860498428344727,259.48883056640625,-7.697807788848877,0.4407171905040741,0.3338078558444977,-0.8332710862159729,0.09374228864908218,-0.9403241276741028,-0.32711294293403625,11.792366027832031,-1.2710577249526978,-4.21805477142334,0.6775012684138423,0.6929539332443947,0.9368001618111612,0.7521802782803801,0.7379674772518722,0.9872005639678391,0.54275083269883,0.835298680823288,0.9890782360116422,0.8285464039043894,0.9897652834339036,0.5483945094344932,0.8363055504934775,0.9975672728508902,0.8000852424456246,0.9921139465465073,0.5709927960232303,0.810878817088101,0.9980086009946046,0.7664639390637368,0.9995961643671507,0.6082123417342838,0.7674227838762566,0.9970769395194394,0.7467630043754214
-14.752460479736328,259.4771728515625,-7.756453037261963,0.4425048232078552,0.3326679468154907,-0.8327794075012207,0.09282409399747849,-0.940650463104248,-0.32643598318099976,12.50871753692627,-1.3502849340438843,-6.789983749389648,0.6776745467669972,0.6936112148009103,0.9375182040423669,0.75226648433461,0.7384854083346658,0.9870142160490835,0.5427297989905914,0.8360176774447251,0.9891457921009005,0.8285474874618118,0.9896304049318315,0.548459045218609,0.836761831579893,0.9975597063884507,0.8001636572458655,0.9919988849568309,0.5710010028038708,0.8114106460037898,0.9979845623911746,0.7667807062729425,0.9995640145684004,0.6081656736156767,0.7677368895162996,0.9970234500480595,0.7469264632301198
-14.646784782409668,259.4437255859375,-7.783535957336426,0.4443512260913849,0.33137112855911255,-0.8323131203651428,0.09158818423748016,-0.9410093426704407,-0.3257499933242798,12.107693672180176,-3.831329107284546,-3.1030187606811523,0.6777572518422571,0.6945161443531487,0.9382859378283791,0.7522935546312827,0.7387682145498731,0.986858134258121,0.5426834559486653,0.8366137998174692,0.9892095473543185,0.8285384941611045,0.9895108303435591,0.548499186830862,0.8370337936559864,0.9975536299047079,0.8001023108024115,0.9918888084953165,0.5710172100194263,0.8117257847198839,0.997963233781983,0.7668621528601535,0.9995285407294523,0.6081379349610797,0.7679160104822991,0.9969769340093134,0.7468339725142077
-14.526579856872559,259.4002685546875,-7.825253009796143,0.44659289717674255,0.32991814613342285,-0.8316903114318848,0.09016792476177216,-0.9413987398147583,-0.3250202238559723,13.851683616638184,-5.007121562957764,-4.807231903076172,0.6776102592514801,0.695677670728633,0.9392737658550333,0.7523721275894513,0.7389395482934231,0.9867493443992482,0.5425856891999818,0.8370652007141021,0.9891576772069062,0.8288981356159135,0.9894439808454122,0.5484983820753437,0.837051129599263,0.9975158252274245,0.8001504323774783,0.9918282563609012,0.5710308997856746,0.8117622694203324,0.9979316004361017,0.7668927755014626,0.9995042423442194,0.608186732652377,0.7680469938236151,0.9969221659864802,0.7468853983843649
-14.414302825927734,259.2496643066406,-7.848109722137451,0.448916494846344,0.3276647627353668,-0.8313301205635071,0.08815444260835648,-0.9420444369316101,-0.32369908690452576,13.005558967590332,-17.44649314880371,-2.6475679874420166,0.6773100467638141,0.6967810428785683,0.9404570473790299,0.7522133519527257,0.7394780087072955,0.9867460301951092,0.5425158999276108,0.8372648728947508,0.989023312274129,0.8295347291478422,0.9894817880330774,0.5485009452415391,0.8368043951353609,0.9974324336072893,0.8005121544525067,0.9918401923409624,0.5711914978985916,0.8116592017673352,0.997869921144839,0.7671444528404683,0.9994907626059277,0.6085352956027522,0.7681507739669491,0.9968228945768401,0.7471297368767157
-14.316726684570312,259.134521484375,-7.839852809906006,0.4512079954147339,0.32562708854675293,-0.8308900594711304,0.08641184121370316,-0.9426206350326538,-0.3224892318248749,11.293567657470703,-13.325623512268066,0.9556447267532349,0.6770150785879175,0.6977196018632333,0.941591429923242,0.7521157402901407,0.7401240071073162,0.9867586730783426,0.5425013661101006,0.8372921929643309,0.988952969997868,0.8298179618252421,0.9895349451209666,0.5485385225671856,0.8365060044858926,0.9973712748104477,0.8007104974676741,0.9918801106611695,0.571338533710176,0.8114637417625078,0.9978244550922493,0.7672906217366929,0.9994866630996231,0.6087420708615942,0.7679407270387035,0.9967364767142535,0.7471782671844589
